KO	IDs	pathway_A	order	Gene	Comment.Uniprot.comment	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
10782	K10663	ID9290	no_pathway		ATL4; E3 ubiquitin-protein ligase ATL4 [EC:2.3.2.27]																																															
10783	K19038	ID9291	no_pathway		ATL41; E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]																																															
10784	K10664	ID9292	no_pathway		ATL6S; E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]																																															
10785	K02476	ID12573	no_pathway		"K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]"																																															
10786	K19040	ID9294	no_pathway		ATL76S; E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27]																																															
10787	K12054	ID9295	no_pathway		atlA; lytic transglycosylase AtlA																																															
10788	K09083	ID9296	no_pathway		ATOH1_7; atonal protein 1/7																																															
10789	K09084	ID9297	no_pathway		ATOH8; atonal protein 8																																															
10790	K18192	ID9298	no_pathway		ATP10; mitochondrial ATPase complex subunit ATP10																																															
10791	K14950	ID9299	no_pathway		"ATP13A1, SPF1; manganese-transporting P-type ATPase [EC:7.2.2.-]"																																															
10792	K13526	ID9300	no_pathway		ATP13A2; cation-transporting P-type ATPase 13A2 [EC:7.2.2.-]																																															
10793	K02484	ID12581	no_pathway		"K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]"																																															
10794	K17673	ID9302	no_pathway		ATP22; mitochondrial translation factor ATP22																																															
10795	K18156	ID9303	no_pathway		"ATP23, XRCC6BP1; mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]"																																															
10796	K07555	ID9304	no_pathway		"ATPeAF1, ATPAF1, ATP11; ATP synthase mitochondrial F1 complex assembly factor 1"																																															
10797	K07556	ID9305	no_pathway		"ATPeAF2, ATPAF2, ATP12; ATP synthase mitochondrial F1 complex assembly factor 2"																																															
10798	K07554	ID9306	no_pathway		"ATPeF0S, ATP5S; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s"																																															
10799	K02116	ID9307	no_pathway		atpI; ATP synthase protein I																																															
10800	K22255	ID9308	no_pathway		"ATPIF1; ATPase inhibitor, mitochondrial"																																															
10801	K08165	ID9309	no_pathway		"ATR1; MFS transporter, DHA2 family, multidrug resistance protein"																																															
10802	K05888	ID12590	no_pathway		"K05888; L-gulono-1,4-lactone dehydrogenase [EC:1.1.2.-]"																																															
10803	K10779	ID9311	no_pathway		ATRX; transcriptional regulator ATRX [EC:3.6.4.12]																																															
10804	K24118	ID9312	no_pathway		atsB; serine-type anaerobic sulfatase-maturating enzyme [EC:1.1.98.7]																																															
10805	K22303	ID9313	no_pathway		atsK; alpha-ketoglutarate-dependent sulfate ester dioxygenase [EC:1.14.11.-]																																															
10806	K08511	ID9314	no_pathway		ATVAMP72; vesicle-associated membrane protein 72																																															
10807	K22976	ID9315	no_pathway		atxA; anthrax toxin expression trans-acting positive regulator																																															
10808	K11318	ID9316	no_pathway		"ATXN7, SCA7; ataxin-7"																																															
10809	K21899	ID9317	no_pathway		AUDH; aldos-2-ulose dehydratase [EC:4.2.1.110]																																															
10810	K16800	ID9318	no_pathway		"AUNIP, AIBP; aurora kinase A and ninein-interacting protein"																																															
10811	K17938	ID15879	no_pathway		"sbmA, bacA; peptide/bleomycin uptake transporter"																																															
10812	K06872	ID12600	no_pathway		K06872; uncharacterized protein																																															
10813	K23744	ID9321	no_pathway		aurA; aureothin polyketide synthase system AurA [EC:2.3.1.289]																																															
10814	K23745	ID9322	no_pathway		aurB; aureothin polyketide synthase system AurB [EC:2.3.1.289]																																															
10815	K23746	ID9323	no_pathway		aurC; aureothin polyketide synthase system AurC [EC:2.3.1.289]																																															
10816	K23364	ID9324	no_pathway		aurH; luteothin monooxygenase [EC:1.14.15.37]																																															
10817	K23394	ID9325	no_pathway		aurI; demethylluteothin O-methyltransferase [EC:2.1.1.353]																																															
10818	K17740	ID15886	no_pathway		SCD1; scytalone dehydratase [EC:4.2.1.94]																																															
10819	K11479	ID9327	no_pathway		AURKB; aurora kinase B [EC:2.7.11.1]																																															
10820	K11480	ID9328	no_pathway		AURKC; aurora kinase C [EC:2.7.11.1]																																															
10821	K08850	ID9329	no_pathway		"AURKX; aurora kinase, other [EC:2.7.11.1]"																																															
10822	K23214	ID9330	no_pathway		AUTS2; autism susceptibility gene 2 protein																																															
10823	K08017	ID9331	no_pathway		AVIL; advillin																																															
10824	K11464	ID15892	no_pathway		SCML1; sex comb on midleg-like protein 1																																															
10825	K21514	ID9333	no_pathway		aviRb; 23S rRNA (uridine2479-2'-O)-methyltransferase [EC:2.1.1.208]																																															
10826	K06893	ID12614	no_pathway		K06893; uncharacterized protein																																															
10827	K05972	ID9335	no_pathway		AXE1; acetylxylan esterase [EC:3.1.1.72]																																															
10828	K01422	ID9336	no_pathway		AXL1; protease AXL1 [EC:3.4.24.-]																																															
10829	K18637	ID9337	no_pathway		AXL2; axial budding pattern protein 2																																															
10830	K23877	ID9338	no_pathway		"AXY4, AXY4L; xyloglucan O-acetyltransferase"																																															
10831	K06906	ID12619	no_pathway		K06906; uncharacterized protein																																															
10832	K21447	ID9340	no_pathway		AZAI; azaphilone biosynthesis cytochrome P450 monooxygenase																																															
10833	K16540	ID9341	no_pathway		"AZI1, CEP131; 5-azacytidine-induced protein 1"																																															
10834	K21381	ID9342	no_pathway		aziB; 5-methylnaphthoic acid synthase [EC:2.3.1.236]																																															
10835	K21376	ID9343	no_pathway		aziB1; 5-methyl-1-naphthoate 3-hydroxylase [EC:1.14.13.189]																																															
10836	K21377	ID9344	no_pathway		aziB2; 3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase [EC:2.1.1.302]																																															
10837	K03206	ID9345	no_pathway		azr; azobenzene reductase [EC:1.7.1.6]																																															
10838	K07152	ID15906	no_pathway		SCO1; protein SCO1																																															
10839	K06922	ID12627	no_pathway		K06922; uncharacterized protein																																															
10840	K18705	ID9348	no_pathway		"B3GNT9; beta-1,3-N-acetylglucosaminyltransferase 9 [EC:2.4.1.-]"																																															
10841	K09655	ID9349	no_pathway		"B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.-]"																																															
10842	K06926	ID12630	no_pathway		K06926; uncharacterized protein																																															
10843	K16745	ID9351	no_pathway		B9D2; B9 domain-containing protein 2																																															
10844	K19552	ID9352	no_pathway		"bacE; MFS transporter, DHA3 family, bacilysin exporter BacE"																																															
10845	K09042	ID9353	no_pathway		BACH; transcription regulator BACH																																															
10846	K15074	ID9354	no_pathway		BACURD; BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein																																															
10847	K09557	ID9355	no_pathway		BAG3; BCL2-associated athanogene 3																																															
10848	K09559	ID9356	no_pathway		BAG5; BCL2-associated athanogene 5																																															
10849	K06938	ID12637	no_pathway		K06938; uncharacterized protein																																															
10850	K16275	ID9358	no_pathway		"BAH, NLA; E3 ubiquitin-protein ligase BAH [EC:2.3.2.27]"																																															
10851	K23645	ID9359	no_pathway		BAIAP2L2; BAI1-associated protein 2-like protein 2																																															
10852	K21482	ID9360	no_pathway		BAMT; benzoate O-methyltransferase [EC:2.1.1.273]																																															
10853	K21870	ID9361	no_pathway		BANF1; barrier-to-autointegration factor																																															
10854	K08588	ID9362	no_pathway		"BAP1, UCHL2; ubiquitin carboxyl-terminal hydrolase BAP1 [EC:3.4.19.12]"																																															
10855	K14856	ID15923	no_pathway		"SDA1, SDAD1; protein SDA1"																																															
10856	K20750	ID9364	no_pathway		bapA; beta-peptidyl aminopeptidase [EC:3.4.11.25]																																															
10857	K09360	ID9365	no_pathway		BARHL; BarH-like																																															
10858	K17254	ID15926	no_pathway		SDCBP; syntenin-1																																															
10859	K09361	ID9367	no_pathway		BARX; BarH-like homeobox																																															
10860	K06956	ID12648	no_pathway		K06956; uncharacterized protein																																															
10861	K06960	ID12649	no_pathway		K06960; uncharacterized protein																																															
10862	K17272	ID9370	no_pathway		BASP1; brain acid soluble protein 1																																															
10863	K06964	ID12651	no_pathway		K06964; uncharacterized protein																																															
10864	K21700	ID9372	no_pathway		bauB; beta-alanine degradation protein BauB																																															
10865	K21699	ID9373	no_pathway		"bauR; LysR family transcriptional regulator, transcriptional activator for bauABCD operon"																																															
10866	K03796	ID9374	no_pathway		bax; Bax protein																																															
10867	K06976	ID12655	no_pathway		K06976; uncharacterized protein																																															
10868	K11658	ID9376	no_pathway		"BAZ1B, WSTF; bromodomain adjacent to zinc finger domain protein 1B"																																															
10869	K15224	ID9377	no_pathway		"BAZ2A, TIP5; bromodomain adjacent to zinc finger domain protein 2A"																																															
10870	K19045	ID9378	no_pathway		BB; E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27]																																															
10871	K20521	ID9379	no_pathway		"BBC1, MTI1; myosin tail region-interacting protein MTI1"																																															
10872	K19399	ID9380	no_pathway		BBIP1; BBSome-interacting protein 1																																															
10873	K16746	ID9381	no_pathway		BBS1; Bardet-Biedl syndrome 1 protein																																															
10874	K19401	ID9382	no_pathway		BBS10; Bardet-Biedl syndrome 10 protein																																															
10875	K19402	ID9383	no_pathway		BBS12; Bardet-Biedl syndrome 12 protein																																															
10876	K16747	ID9384	no_pathway		BBS2; Bardet-Biedl syndrome 2 protein																																															
10877	K16531	ID9385	no_pathway		BBS4; Bardet-Biedl syndrome 4 protein																																															
10878	K16748	ID9386	no_pathway		BBS5; Bardet-Biedl syndrome 5 protein																																															
10879	K06999	ID12667	no_pathway		K06999; phospholipase/carboxylesterase																																															
10880	K19398	ID9388	no_pathway		BBS9; Bardet-Biedl syndrome 9 protein																																															
10881	K21643	ID9389	no_pathway		"BBX, HBP2; HMG box transcription factor BBX"																																															
10882	K21496	ID9390	no_pathway		BC_0920; toxin [EC:3.1.-.-]																																															
10883	K21497	ID9391	no_pathway		BC_0921; antitoxin																																															
10884	K21234	ID9392	no_pathway		BC1; Begomovirus movement protein BC1																																															
10885	K06795	ID9393	no_pathway		BCAN; brevican																																															
10886	K18659	ID9394	no_pathway		BCD; homeotic protein bicoid																																															
10887	K10252	ID9395	no_pathway		"BCDO2; beta,beta-carotene 9',10'-dioxygenase [EC:1.13.11.71]"																																															
10888	K01050	ID9396	no_pathway		BCHE; cholinesterase [EC:3.1.1.8]																																															
10889	K23960	ID13770	no_pathway		METTL14; mRNA m6A methyltransferase non-catalytic subunit																																															
10890	K00905	ID9398	no_pathway		BCKDK; [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:2.7.11.4]																																															
10891	K22045	ID9399	no_pathway		BCL11A; B-cell lymphoma/leukemia 11A																																															
10892	K18451	ID9400	no_pathway		BCL2L10; Bcl-2-like protein 10																																															
10893	K22648	ID9401	no_pathway		BCL6B; B-cell CLL/lymphoma 6 member B protein																																															
10894	K22649	ID9402	no_pathway		"BCL9, BCL9L; B-cell CLL/lymphoma 9 protein"																																															
10895	K08597	ID15963	no_pathway		"SENP8, NEDP1, DEN1; sentrin-specific protease 8 [EC:3.4.22.68]"																																															
10896	K23215	ID9404	no_pathway		BCOR; bcl-6 corepressor																																															
10897	K15262	ID9405	no_pathway		"BCP1, BCCIP; protein BCP1"																																															
10898	K08900	ID9406	no_pathway		BCS1; mitochondrial chaperone BCS1																																															
10899	K20541	ID9407	no_pathway		bcsB; cellulose synthase operon protein B																																															
10900	K20542	ID9408	no_pathway		bcsZ; endoglucanase [EC:3.2.1.4]																																															
10901	K19336	ID9409	no_pathway		bdcA; cyclic-di-GMP-binding biofilm dispersal mediator protein																																															
10902	K19335	ID9410	no_pathway		"bdcR; TetR/AcrR family transcriptional regulator, repressor for divergent bdcA"																																															
10903	K11684	ID9411	no_pathway		BDF1; bromodomain-containing factor 1																																															
10904	K20936	ID9412	no_pathway		bdh; 1-butanol dehydrogenase (cytochrome c) [EC:1.1.2.9]																																															
10905	K15003	ID10506	no_pathway		CYP9; cytochrome P450 family 9 [EC:1.14.-.-]																																															
10906	K21380	ID9414	no_pathway		BEAT; acetyl-CoA-benzylalcohol acetyltransferase [EC:2.3.1.224]																																															
10907	K19861	ID9415	no_pathway		"BEBT, AMAT; benzyl alcohol O-benzoyltransferase [EC:2.3.1.196 2.3.1.232]"																																															
10908	K05548	ID9416	no_pathway		"benK; MFS transporter, AAHS family, benzoate transport protein"																																															
10909	K21757	ID9417	no_pathway		"benM; LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes"																																															
10910	K21758	ID9418	no_pathway		benP; benzoate transport porin																																															
10911	K01423	ID9419	no_pathway		bepA; beta-barrel assembly-enhancing protease [EC:3.4.-.-]																																															
10912	K22034	ID9420	no_pathway		BERS; exo-alpha-bergamotene synthase [EC:4.2.3.81]																																															
10913	K23674	ID9421	no_pathway		besF; terminal-alkyne amino-acid exporter																																															
10914	K22204	ID9422	no_pathway		"BEST; bestrophin, other"																																															
10915	K13878	ID9423	no_pathway		"BEST1, VMD2; bestrophin-1"																																															
10916	K23412	ID15984	no_pathway		SERPINI1; neuroserpin																																															
10917	K07063	ID12705	no_pathway		K07063; uncharacterized protein																																															
10918	K02167	ID9426	no_pathway		"betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"																																															
10919	K15684	ID9427	no_pathway		BFAR; bifunctional apoptosis regulator																																															
10920	K07066	ID12708	no_pathway		K07066; uncharacterized protein																																															
10921	K19199	ID15989	no_pathway		SETD3; protein-histidine N-methyltransferase [EC:2.1.1.85]																																															
10922	K23216	ID15990	no_pathway		SETD5; SET domain-containing protein 5																																															
10923	K05302	ID15991	no_pathway		SETD6; N-lysine methyltransferase SETD6 [EC:2.1.1.-]																																															
10924	K02755	ID9432	no_pathway		bglFa; beta-glucoside PTS system EIIA component [EC:2.7.1.-]																																															
10925	K03493	ID9433	no_pathway		bglG1; transcriptional antiterminator																																															
10926	K10124	ID9434	no_pathway		bglH; carbohydrate-specific outer membrane porin																																															
10927	K22650	ID9435	no_pathway		"bglJ; luxR family transcriptional regulator, regulator of transport and utilization of aryl beta-glucosides"																																															
10928	K18673	ID9436	no_pathway		bglK; beta-glucoside kinase [EC:2.7.1.85]																																															
10929	K03867	ID9437	no_pathway		BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]																																															
10930	K08118	ID9438	no_pathway		BGN; biglycan																																															
10931	K11770	ID15999	no_pathway		SFH1; chromatin structure-remodeling complex subunit SFH1																																															
10932	K07080	ID12720	no_pathway		K07080; uncharacterized protein																																															
10933	K07081	ID12721	no_pathway		K07081; putative periplasmic solute-binding protein																																															
10934	K12151	ID9442	no_pathway		bhsA; multiple stress resistance protein BhsA																																															
10935	K18756	ID9443	no_pathway		"BICC1, BICC; protein bicaudal C"																																															
10936	K18739	ID9444	no_pathway		BICD; protein bicaudal D																																															
10937	K12516	ID9445	no_pathway		bigA; putative surface-exposed virulence protein																																															
10938	K07087	ID12726	no_pathway		K07087; uncharacterized protein																																															
10939	K20120	ID9447	no_pathway		BIN3; bridging integrator 3																																															
10940	K19565	ID9448	no_pathway		BIO5; 8-amino-7-oxononanoate transporter																																															
10941	K21384	ID9449	no_pathway		"BIS; 3,5-dihydroxybiphenyl/4-hydroxycoumarin synthase [EC:2.3.1.177 2.3.1.208]"																																															
10942	K21817	ID9450	no_pathway		"blh; beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]"																																															
10943	K07093	ID12731	no_pathway		K07093; uncharacterized protein																																															
10944	K08890	ID9452	no_pathway		BLK; B lymphoid tyrosine kinase [EC:2.7.10.2]																																															
10945	K13165	ID16013	no_pathway		"SFRS12; splicing factor, arginine/serine-rich 12"																																															
10946	K16750	ID9454	no_pathway		BLOC1S2; biogenesis of lysosome-related organelles complex 1 subunit 2																																															
10947	K20186	ID9455	no_pathway		BLOC1S3; biogenesis of lysosome-related organelles complex 1 subunit 3																																															
10948	K08366	ID9456	no_pathway		"BLOC1S4, CNO; biogenesis of lysosome-related organelles complex 1 subunit 4"																																															
10949	K20187	ID9457	no_pathway		BLOC1S5; biogenesis of lysosome-related organelles complex 1 subunit 5																																															
10950	K20188	ID9458	no_pathway		BLOC1S6; biogenesis of lysosome-related organelles complex 1 subunit 6																																															
10951	K22718	ID9459	no_pathway		blr; divisome-associated membrane protein																																															
10952	K22239	ID9460	no_pathway		BLS1; biogenesis of lysosome-related organelles complex 1 subunit BLS1																																															
10953	K21973	ID9461	no_pathway		bluF; blue light- and temperature-responsive anti-repressor																																															
10954	K21972	ID9462	no_pathway		"bluR; MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes"																																															
10955	K19231	ID9463	no_pathway		bmaC; fibronectin-binding autotransporter adhesin																																															
10956	K19454	ID9464	no_pathway		BMLF1; EBV mRNA export factor ICP27																																															
10957	K05502	ID9465	no_pathway		"BMP1, TLD; bone morphogenetic protein 1 [EC:3.4.24.19]"																																															
10958	K22692	ID9466	no_pathway		bmp2; 1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] brominase [EC:1.14.19.57]																																															
10959	K05918	ID9467	no_pathway		bmp5; 4-hydroxybenzoate brominase (decarboxylating) [EC:1.14.19.55]																																															
10960	K19575	ID9468	no_pathway		"bmrR; MerR family transcriptional regulator, activator of bmr gene"																																															
10961	K13682	ID9469	no_pathway		"BMT, WRY; beta-1,2-mannosyltransferase [EC:2.4.1.-]"																																															
10962	K21550	ID9470	no_pathway		BMT; 5-hydroxyfuranocoumarin 5-O-methyltransferase [EC:2.1.1.69]																																															
10963	K18849	ID9471	no_pathway		BMT2; 25S rRNA (adenine2142-N1)-methyltransferase [EC:2.1.1.286]																																															
10964	K19307	ID9472	no_pathway		BMT5; 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313]																																															
10965	K19308	ID9473	no_pathway		BMT6; 25S rRNA (uracil2843-N3)-methyltransferase [EC:2.1.1.312]																																															
10966	K18506	ID16034	no_pathway		sgrS; small regulatory RNA SgrS																																															
10967	K09111	ID9475	no_pathway		"BMYC, MYCB; brain expressed myelocytomatosis oncogene"																																															
10968	K18638	ID9476	no_pathway		BNI4; protein BNI4																																															
10969	K18448	ID9477	no_pathway		BNIP2; BCL2/adenovirus E1B 19 kDa protein-interacting protein 2																																															
10970	K21532	ID9478	no_pathway		BNRF1; EBV major tegument protein																																															
10971	K07136	ID12759	no_pathway		K07136; uncharacterized protein																																															
10972	K20833	ID16040	no_pathway		SGUS; baicalin-beta-D-glucuronidase [EC:3.2.1.167]																																															
10973	K20937	ID9481	no_pathway		boh; 1-butanol dehydrogenase (quinone) [EC:1.1.5.11]																																															
10974	K19042	ID9482	no_pathway		BOI; E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]																																															
10975	K05527	ID9483	no_pathway		"bolA; BolA family transcriptional regulator, general stress-responsive regulator"																																															
10976	K22066	ID9484	no_pathway		BOLA1; BolA-like protein 1																																															
10977	K22075	ID9485	no_pathway		BOLA3; BolA-like protein 3																																															
10978	K06011	ID9486	no_pathway		boNT; botulinum neurotoxin [EC:3.4.24.69]																																															
10979	K16831	ID9487	no_pathway		BORA; protein aurora borealis																																															
10980	K20819	ID9488	no_pathway		"BORCS5, LOH12CR1; BLOC-1 related complex subunit 5"																																															
10981	K20820	ID9489	no_pathway		BORCS6; BLOC-1 related complex subunit 6																																															
10982	K20821	ID9490	no_pathway		BORCS7; BLOC-1 related complex subunit 7																																															
10983	K21943	ID9491	no_pathway		BOS; baccharis oxide synthase [EC:5.4.99.51]																																															
10984	K22056	ID9492	no_pathway		BOT2; presilphiperfolanol synthase [EC:4.2.3.74]																																															
10985	K15546	ID9493	no_pathway		"boxR, bzdR; XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator"																																															
10986	K18902	ID9494	no_pathway		bpeF; multidrug efflux pump																																															
10987	K07164	ID12775	no_pathway		K07164; uncharacterized protein																																															
10988	K18399	ID9496	no_pathway		BPHL; valacyclovir hydrolase [EC:3.1.-.-]																																															
10989	K22462	ID9497	no_pathway		"bprA; (4-alkanoyl-5-oxo-2,5-dihydrofuran-3-yl)methyl phosphate reductase [EC:1.3.1.113]"																																															
10990	K21386	ID9498	no_pathway		"BPS; 2,4,6-trihydroxybenzophenone synthase [EC:2.3.1.220]"																																															
10991	K16167	ID9499	no_pathway		"bpsA, srsA, pks11, pks10; alkylresorcinol/alkylpyrone synthase"																																															
10992	K07057	ID9500	no_pathway		bpsA; N4-bis(aminopropyl)spermidine synthase [EC:2.5.1.128]																																															
10993	K16168	ID9501	no_pathway		"bpsB, srsB; methyltransferase"																																															
10994	K21420	ID9502	no_pathway		bpt; leucyl-tRNA---protein transferase [EC:2.3.2.29]																																															
10995	K11728	ID9503	no_pathway		"BPTF, E(bx); nucleosome-remodeling factor subunit BPTF"																																															
10996	K21235	ID9504	no_pathway		"BR1, BV1; Begomovirus nuclear shuttle protein"																																															
10997	K10172	ID9505	no_pathway		"BRA, T; brachyury protein"																																															
10998	K23112	ID9506	no_pathway		BRAT1; BRCA1-associated ATM activator 1																																															
10999	K11349	ID9507	no_pathway		"BRD1, BRPF2; bromodomain-containing protein 1"																																															
11000	K07234	ID12788	no_pathway		K07234; uncharacterized protein involved in response to NO																																															
11001	K11721	ID9509	no_pathway		BRD3; bromodomain-containing protein 3																																															
11002	K11722	ID9510	no_pathway		BRD4; bromodomain-containing protein 4																																															
11003	K11321	ID9511	no_pathway		BRD8; bromodomain-containing protein 8																																															
11004	K22184	ID9512	no_pathway		BRD9; bromodomain-containing protein 9																																															
11005	K11724	ID9513	no_pathway		BRDT; bromodomain testis-specific protein																																															
11006	K10696	ID9514	no_pathway		BRE1; E3 ubiquitin-protein ligase BRE1 [EC:2.3.2.27]																																															
11007	K14967	ID9515	no_pathway		"BRE2, CPS60; COMPASS component BRE2"																																															
11008	K15196	ID9516	no_pathway		"BRF1, GTF3B; transcription factor IIIB 90 kDa subunit"																																															
11009	K07338	ID12797	no_pathway		K07338; uncharacterized protein																																															
11010	K09465	ID9518	no_pathway		BRLA; zinc finger protein BrlA																																															
11011	K19196	ID9519	no_pathway		BRMS1; breast cancer metastasis-suppressor 1 and related proteins																																															
11012	K11348	ID9520	no_pathway		BRPF1; bromodomain and PHD finger-containing protein 1																																															
11013	K11350	ID9521	no_pathway		BRPF3; bromodomain and PHD finger-containing protein 3																																															
11014	K23396	ID9522	no_pathway		brsB; alpha-(1->3) branching sucrase [EC:2.4.1.362]																																															
11015	K08796	ID9523	no_pathway		BRSK; BR serine/threonine kinase [EC:2.7.11.1]																																															
11016	K21038	ID9524	no_pathway		brt; reverse transcriptase [EC:2.7.7.49]																																															
11017	K11798	ID9525	no_pathway		BRWD1_3; bromodomain and WD repeat domain containing protein 1/3																																															
11018	K07450	ID12806	no_pathway		K07450; putative resolvase																																															
11019	K23306	ID9527	no_pathway		brz; bacteriorhodopsin-regulating zinc finger protein																																															
11020	K19365	ID9528	no_pathway		BSCL2; seipin																																															
11021	K21755	ID9529	no_pathway		"bsdA; LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD"																																															
11022	K06535	ID9530	no_pathway		"BSG, CD147; basigin"																																															
11023	K07463	ID12811	no_pathway		K07463; archaea-specific RecJ-like exonuclease																																															
11024	K06748	ID16092	no_pathway		SIGLEC8; sialic acid binding Ig-like lectin 8																																															
11025	K22135	ID9533	no_pathway		bshB2; N-acetylglucosamine malate deacetylase 2 [EC:3.5.1.-]																																															
11026	K22136	ID9534	no_pathway		bshC; bacillithiol synthase																																															
11027	K21484	ID9535	no_pathway		BSMT1; benzoate/salicylate 1-O-methyltransferase [EC:2.1.1.273 2.1.1.274]																																															
11028	K19331	ID9536	no_pathway		BSND; barttin (chloride channel Ka/b beta subunit)																																															
11029	K19688	ID9537	no_pathway		bssR; biofilm regulator BssR																																															
11030	K12148	ID9538	no_pathway		bssS; biofilm regulator BssS																																															
11031	K07571	ID12819	no_pathway		K07571; S1 RNA binding domain protein																																															
11032	K19232	ID9540	no_pathway		btaE; hyaluronate-binding autotransporter adhesin																																															
11033	K19233	ID9541	no_pathway		btaF; ECM component-binding autotransporter adhesin																																															
11034	K15192	ID9542	no_pathway		"BTAF1, MOT1; TATA-binding protein-associated factor [EC:3.6.4.-]"																																															
11035	K10477	ID9543	no_pathway		BTBD1_2; BTB/POZ domain-containing protein 1/2																																															
11036	K10482	ID9544	no_pathway		BTBD10; BTB/POZ domain-containing protein 10																																															
11037	K10483	ID9545	no_pathway		BTBD11; BTB/POZ domain-containing protein 11																																															
11038	K10485	ID9546	no_pathway		"BTBD13, GMCL1, GCL; BTB/POZ domain-containing protein 13 (germ cell-less protein-like 1)"																																															
11039	K10486	ID9547	no_pathway		BTBD14; BTB/POZ domain-containing protein 14																																															
11040	K10487	ID9548	no_pathway		BTBD16; BTB/POZ domain-containing protein 16																																															
11041	K16827	ID16109	no_pathway		SIRPD; signal-regulatory protein delta																																															
11042	K10479	ID9550	no_pathway		BTBD7; BTB/POZ domain-containing protein 7																																															
11043	K10480	ID9551	no_pathway		BTBD8; BTB/POZ domain-containing protein 8																																															
11044	K18045	ID16112	no_pathway		"SIW14, OCA3; tyrosine-protein phosphatase SIW14 [EC:3.1.3.48]"																																															
11045	K06707	ID9553	no_pathway		"BTLA, CD272; B- and T-lymphocyte attenuator"																																															
11046	K06712	ID9554	no_pathway		"BTN, CD277; butyrophilin"																																															
11047	K21701	ID9555	no_pathway		"btr; AraC family transcriptional regulator, transcriptional activator for feuABC-ybbA operon"																																															
11048	K13558	ID9556	no_pathway		btrI; acyl carrier protein BtrI																																															
11049	K23676	ID9557	no_pathway		btsT; pyruvate/proton symporter																																															
11050	K13106	ID9558	no_pathway		"BUD13, CWC26; pre-mRNA-splicing factor CWC26"																																															
11051	K14821	ID9559	no_pathway		BUD20; bud site selection protein 20																																															
11052	K14770	ID9560	no_pathway		"BUD21, UTP16; U3 small nucleolar RNA-associated protein 16"																																															
11053	K07975	ID12841	no_pathway		"K07975; Rho family, other"																																															
11054	K19881	ID9562	no_pathway		"BUD7, BCH1; Chs5-Arf1p-binding protein BUD7/BCH1"																																															
11055	K15562	ID9563	no_pathway		"BUR1, SGV1; serine/threonine-protein kinase BUR1 [EC:2.7.11.22 2.7.11.23]"																																															
11056	K15563	ID9564	no_pathway		BUR2; protein BUR2																																															
11057	K20137	ID9565	no_pathway		BX; venombin A [EC:3.4.21.74]																																															
11058	K17641	ID9566	no_pathway		bxlA; beta-xylosidase																																															
11059	K17640	ID9567	no_pathway		"bxlR; LacI family transcriptional regulator, xylobiose transport system transcriptional regulator"																																															
